locationDetails.name,locationDetails.locationId,locationDetails.kioskId,locationDetails.addressLine1,locationDetails.addressLine2,locationDetails.addressLine3,locationDetails.city,locationDetails.state,locationDetails.country,locationDetails.postalCode,locationDetails.distance,locationDetails.distanceuom,locationDetails.retailerId,locationDetails.latitude,locationDetails.longitude,locationOperatingHours.monHours,locationOperatingHours.tueHours,locationOperatingHours.wedHours,locationOperatingHours.thuHours,locationOperatingHours.friHours,locationOperatingHours.satHours,locationOperatingHours.sunHours,locationPhone.addToPhone,locationPhone.phone,locationServices.sendMoney,locationServices.receiveMoney,locationServices.billPayment,locationServices.addToPhone,locationServices.moneyOrder,locationServices.recCurrencies,locationServices.sendCurrencies,locationServices.xpressPackage,locationServices.purchaseMoneygramCard,locationServices.reloadMoneygramCard,locationServices.receiveToCard,locationServices.payWithCash,locationServices.reloadOtherCard,locationServices.payPal,locationServices.coinMe
REPAR'PHONE,73842790,,55 RUE DE LA HACHE,,,NANCY,,FR,54000,598.541827015879,km,291496526,48.6879,6.18252,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,954578048,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AYA PHONE - NANCY,74094314,,1 PL. HENRI MENGIN,,,NANCY,,FR,54000,598.634907464596,km,291517243,48.6891,6.1834,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,962247311,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
WORD PHONE - NANCY,67287015,MP00045209,66-68 RUE SAINT DIZIER,,,NANCY,,FR,54000,598.648352942205,km,900896284,48.6888,6.18367,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,0383180508,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MOBILEST - NANCY,71435840,,52 RUE SAINT NICOLAS,,,NANCY,,FR,54000,598.81934766864,km,291275489,48.6884,6.18622,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,60950337133,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BAZAR NOMUZA - NANCY,67742262,,66BIS RUE SAINT NICOLAS,,,NANCY,,FR,54000,598.820794327589,km,290972260,48.6885,6.18619,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,652149961,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SNACK TABAC CH'TILA PIZZA,66572394,MP00044685,20 LE COURS,,,TULETTE,,FR,26790,599.139369809455,km,745115368,44.2862,4.92966,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0475983134,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BIMEDIA - LA GRANDE MOTTE,71185996,MP00044957,42 QUAI GEORGES POMPIDOU,,,LA GRANDE MOTTE,,FR,34280,599.142801759072,km,291241161,43.5593,4.08336,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,08:00 AM - 07:00 PM,False,0467664989,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC ARIEL - MALZEVILLE,70343836,MP00044860,31 RUE SADI CARNOT,,,MALZEVILLE,,FR,54220,599.187986256615,km,291167397,48.7077,6.1846,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0383389817,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SAM E ASSIST - REMOULINS,73356480,,21 RUE GEOFFROY PERRET,,,REMOULINS,,FR,30210,599.250444554812,km,291481879,43.9389,4.56119,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,434043638,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAISON DE LA PRESSE-CHEZ FLO - LUXEUIL L,74292556,,17 RUE VICTOR GENOUX,,,LUXEUIL LES BAINS,,FR,70300,599.257240170407,km,291532695,47.8163,6.38047,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,08:00 AM - 12:00 PM,False,384400010,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
POINT CHAUD LINA - VAUVERT,74140776,,341 AVENUE DE LA COSTIERE IMMEUBLE LE MONTCALM BATIMENT G,,,VAUVERT,,FR,30600,599.691785441959,km,291520204,43.6991,4.27762,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,661487854,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
STAN COLIS - JARVILLE-LA-MALGRANGE,74297056,,111 RUE DE LA REPUBLIQUE,,,JARVILLE-LA-MALGRANGE,,FR,54140,599.863632391442,km,291535932,48.6695,6.20729,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,983011159,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC JACQUET - PONTARLIER,68012315,,8 RUE DE LA REPUBLIQUE,,,PONTARLIER,,FR,25300,600.053858274741,km,290996750,46.9026,6.35784,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 01:00 PM,False,381391241,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CHEZ DIANE AU MARCHE EXOTIQUE,72184226,,111 Avenue d Annecy,,,CHAMBERY,,FR,73000,600.66718719208,km,291343143,45.5892,5.91924,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,09:00 AM - 03:00 PM,False,479847792,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DEL CAPO,74144824,,75 RUE SAINT CLEMENT,,,ORANGE,,FR,84100,601.108047076986,km,291521093,44.1341,4.80531,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,False,674885039,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KROAK EVENEMENTS - CHAMBERY,74142936,,82 RUE SOMMEILLER,,,CHAMBERY,,FR,73000,601.559452585625,km,291521388,45.5693,5.92095,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,981443538,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
GPS EXOTIC - CHAMBERY,73495956,,30 FAUBOURG MONTMELIAN,,,CHAMBERY,,FR,73000,602.0840142737,km,291468970,45.566,5.92635,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,456111654,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE PARCHEMIN - MANDUEL,72568172,MP00045080,2B rue de Saint Gilles,,,MANDUEL,,FR,30129,602.398535940355,km,291376987,43.8174,4.46977,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,07:00 AM - 12:00 PM,False,466681319,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CONSORTIUM TELEPHONIE - GRENOBLE,72348101,,91 COURS BERRIAT,,,GRENOBLE,,FR,38000,602.759793024186,km,291350163,45.1883,5.71285,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,08:00 AM - 08:30 PM,False,626787921,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE MOINS CHER DE GRENOBLE - #3 - GRENOBL,73770273,,96 COURS BERRIAT,,,GRENOBLE,,FR,38000,602.794445599796,km,291488560,45.1885,5.71348,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,650633837,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE LOTO DU JOURDIL,66589617,MP00044688,PLACE DE L ETALE,,,CRAN GEVRIER,,FR,74960,602.826139381543,km,751290844,45.9042,6.09964,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0450576153,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ESM SERVICES 2 - GRENOBLE,73359678,,1 RUE EDGARD QUINET,,,GRENOBLE,,FR,38000,602.87119739971,km,291446160,45.1881,5.7143,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,472640518,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EURO ASIAN - GRENOBLE,67251407,MP00045207,45 RUE ALSACE LORRAINE,,,GRENOBLE,,FR,38000,603.077853594889,km,892354129,45.1896,5.71814,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,476957134,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
HD BOUTIQUE ALIMENTATION COSMETIQUE ET V,74197279,,36 COURS BERRIAT,,,GRENOBLE,,FR,38000,603.282776371971,km,291544385,45.1881,5.72007,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,10:00 AM - 02:00 PM,False,644043930,True,True,False,False,False,,,False,False,False,False,False,False,False,False
TABAC PRESSE LOTO LUNEL - AMBILLY,70319679,MP00044851,56 RUE DE GENEVE,,,AMBILLY,,FR,74100,603.385160226827,km,291165549,46.192,6.22018,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0450388843,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC LOTO CADEAUX - CAMARET SUR AIGUES,67953954,MP00044725,5 COURS DU MIDI,,,CAMARET SUR AIGUES,,FR,84850,603.40510045653,km,290991745,44.1642,4.87263,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0490372450,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE DE L'ETOILE - GRENOBLE,72175002,MP00045037,1 PLACE DE L ETOILE,,,GRENOBLE,,FR,38000,603.927291495525,km,291332906,45.1879,5.72899,06:45 AM - 09:00 PM,06:45 AM - 09:00 PM,06:45 AM - 09:00 PM,06:45 AM - 09:00 PM,06:45 AM - 09:00 PM,06:45 AM - 09:00 PM,06:45 AM - 09:00 PM,False,476569911,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ANNECY MARCHE - ANNECY,74060270,,6 RUE LUCIE AUBRAC,,,ANNECY,,FR,74000,603.96932406938,km,291515141,45.9195,6.12167,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,753686869,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE BROOKLYN - GRENOBLE,74064522,,105 AVENUE LEON BLUM,,,GRENOBLE,,FR,38100,604.236340619969,km,291514843,45.1626,5.71683,06:00 AM - 11:00 PM,06:00 AM - 11:00 PM,06:00 AM - 11:00 PM,06:00 AM - 11:00 PM,06:00 AM - 11:00 PM,07:00 AM - 11:00 PM,07:00 AM - 11:00 PM,False,967625028,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CYBER PHONE 74,67085097,,3 RUE DU PARC,,,ANNEMASSE,,FR,74100,604.263284301337,km,853356679,46.1944,6.23277,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 06:30 PM,10:00 AM - 06:00 PM,False,975432471,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AFRICA 38 - GRENOBLE,69640265,,2 RUE CHAMPOLLION,,,GRENOBLE,,FR,38000,604.277295930629,km,291118622,45.1885,5.73429,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,False,0952631933,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
INDO - AFRIQUE MARKET - ANNECY,74107214,,3 RUE DE L'INDUSTRIE,,,ANNECY,,FR,74000,604.442130324696,km,291517630,45.9013,6.12018,07:30 AM - 11:00 PM,07:30 AM - 11:00 PM,07:30 AM - 11:00 PM,07:30 AM - 11:00 PM,07:30 AM - 11:00 PM,07:30 AM - 11:00 PM,07:30 AM - 11:00 PM,False,450806987,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
VIVAL - ANNECY,74181816,,1 RUE DE L INDUSTRIE,,,ANNECY,,FR,74000,604.46899696961,km,291533925,45.9013,6.12054,07:00 AM - 11:00 PM,07:00 AM - 11:00 PM,07:00 AM - 11:00 PM,07:00 AM - 11:00 PM,07:00 AM - 11:00 PM,07:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,952332832,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KALOUNGA - ANNEMASSE,67913596,,3 RUE DU DOCTEUR FAVRE,,,ANNEMASSE,,FR,74100,604.557724533387,km,290987806,46.1978,6.2379,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,0450955311,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAISON DE LA PRESSE - RIVESALTES,72209088,MP00045038,1 AVENUE LOUIS BLANC,,,RIVESALTES,,FR,66600,604.623120166404,km,291336883,42.769,2.87111,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 07:00 PM,06:00 AM - 01:00 PM,False,468640661,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CHANGE SAVOISIEN - ANNEMASSE,72997455,,34 RUE DU CHABLAIS,,,ANNEMASSE,,FR,74100,604.62822379553,km,291444139,46.1976,6.23875,08:45 AM - 06:00 PM,08:45 AM - 06:00 PM,08:45 AM - 06:00 PM,08:45 AM - 06:00 PM,08:45 AM - 06:00 PM,08:45 AM - 04:00 PM,12:00 AM - 12:00 AM,False,456816464,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE BATAVIA,74393882,,9 TER RUE ROYAL,,,ANNECY,,FR,74000,604.786794054967,km,291544126,45.9002,6.12438,06:30 AM - 10:30 PM,06:30 AM - 10:30 PM,06:30 AM - 10:30 PM,06:30 AM - 10:30 PM,06:30 AM - 10:30 PM,06:30 AM - 10:30 PM,06:30 AM - 10:30 PM,False,450516462,True,True,False,False,False,,,False,False,False,False,False,False,False,False
SHANU - ANNEMASSE,72374450,,29 RUE DU FAUCIGNY,,,ANNEMASSE,,FR,74100,604.795064309364,km,291350784,46.1943,6.23985,09:30 AM - 05:00 PM,09:30 AM - 05:00 PM,09:30 AM - 05:00 PM,09:30 AM - 05:00 PM,09:30 AM - 05:00 PM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,450377741,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SODI-SERVICES - GRENOBLE,74275379,,19 BOULEVARD CLEMENCEAU,,,GRENOBLE,,FR,38000,604.992629662552,km,291532678,45.1852,5.74215,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,476258427,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
WATANI MARKET - GRENOBLE,73961341,,114 AVENUE JEAN PERROT,,,GRENOBLE,,FR,38100,605.520684949884,km,291513813,45.1702,5.73987,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,636374900,False,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
COVELLI PRESSE - MARLY,67804728,,CENTRE COMMERCIAL LECLERC,,,MARLY,,FR,57155,606.717487112395,km,290978211,49.0692,6.14354,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,False,387666066,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
VILLERUPT EFRO SHOP - VILLERUPT,73667894,,48 RUE CARNOT,,,VILLERUPT,,FR,54190,606.883108081951,km,291477656,49.4703,5.93163,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,988027841,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE TOTEM - CAPAVENIR VOSGES,71585169,MP00044984,11 RUE DE LORRAINE THAON LES VOSGES,,,CAPAVENIR VOSGES,,FR,88150,606.908293353699,km,291292879,48.252,6.41893,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,3329391487,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LES ARCADES - PAYS DE CLERVAL,71211925,MP00044964,2BIS RUE PORTE DES NOYES,,,PAYS DE CLERVAL,,FR,25340,607.357290303718,km,291265226,47.4002,6.50122,06:30 AM - 03:00 PM,06:30 AM - 03:00 PM,06:30 AM - 03:00 PM,06:30 AM - 03:00 PM,06:30 AM - 03:00 PM,07:00 AM - 03:00 PM,08:00 AM - 12:00 PM,False,381978129,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE REINITAS - LURE,69004636,MP00044757,23 AVENUE CARNOT,,,LURE,,FR,70200,607.360730835885,km,291070514,47.6824,6.49822,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0384629622,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE VENTOUX - JONQUIERES,70525913,MP00044893,8 AVENUE DU 8 MAI 1945,,,JONQUIERES,,FR,84150,608.509070249113,km,291182936,44.114,4.90025,06:30 AM - 10:00 PM,06:30 AM - 10:00 PM,06:30 AM - 10:00 PM,06:30 AM - 10:00 PM,06:30 AM - 10:00 PM,06:30 AM - 10:00 PM,06:30 AM - 10:00 PM,False,0967451692,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LES SAVEURS DE LA TERANGA - CAP SUR L'AF,73658803,,14 PLACE D'AVRINSART,,,EPINAL,,FR,88000,608.629917389918,km,291477809,48.1833,6.45604,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,974563012,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC LA FONTAINE - MIRAL AUX BARONNIES,71185530,MP00044956,PLACE DES PAS PERDUS,,,MIRAL AUX BARONNIES,,FR,26110,608.649379194013,km,291241081,44.3105,5.09889,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 12:30 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:30 AM - 12:30 PM,False,475274233,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAG PRESSE - EPINAL,72368631,MP00045052,108 FAUBOURG D AMBRAIL,,,EPINAL,,FR,88000,609.019685258316,km,291352646,48.1758,6.46274,06:00 AM - 07:30 PM,06:00 AM - 07:30 PM,06:00 AM - 07:30 PM,06:00 AM - 07:30 PM,06:00 AM - 07:30 PM,06:30 AM - 07:00 PM,07:00 AM - 12:30 PM,False,329351039,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EL KASIMI MOHAMMED - ST GILLES,71443997,,14 AVENUE DE LA RESISTANCE,,,ST GILLES,,FR,30800,610.217328274607,km,291275561,43.6823,4.43386,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,12:00 AM - 12:00 AM,False,659492652,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EPICERIE SOUDA - METZ,73665993,,47 RUE VILLARS,,,METZ,,FR,57050,610.359777307961,km,291477997,49.1354,6.16458,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,952829541,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE LOTO BIMBELOTERIE DE LATTRE,72474758,,1BIS AVENUE DE LATTRE DE TASSIGNY,,,METZ,,FR,57000,610.380930196506,km,291372255,49.1113,6.17642,02:30 PM - 05:30 PM,02:30 PM - 05:30 PM,02:30 PM - 05:30 PM,12:00 AM - 12:00 AM,02:30 PM - 05:30 PM,10:00 AM - 12:00 PM,12:00 AM - 12:00 AM,False,387663130,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CANAAN EXOTIC,67422278,,4 rue des allemands,,,METZ,,FR,57000,610.879476655847,km,933771658,49.1181,6.18038,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,11:00 AM - 07:00 PM,False,355742163,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
JUBA - METZ,70442054,,1 RUE DE LA HACHE,,,METZ,,FR,57000,610.95480833154,km,291175367,49.1176,6.1817,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,12:00 AM - 12:00 AM,False,0951270002,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
VERNET TECHNOLOGY - PERPIGNAN,74318582,,22 AVENUE DU BOULES,,,PERPIGNAN,,FR,66000,611.014858843869,km,291547854,42.7046,2.88049,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,12:00 AM - 12:00 AM,False,449018886,True,True,False,False,False,,,False,False,False,False,False,False,False,False
COPIES MULTI SERVICES LAKEY - PERPIGNAN,70612266,,71 AVENUE EMILE ROUDAYRE,,,PERPIGNAN,,FR,66000,611.224976356691,km,291200303,42.7105,2.89726,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,12:00 AM - 12:00 AM,False,0468809441,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SSR TOURS SERVICES - METZ,74103645,,51 AV. DES DEUX FONTAINES,,,METZ,,FR,57050,611.298667477803,km,291518503,49.1488,6.17163,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,387803389,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ROPERT OLIVIER - PERPIGNAN,70535754,MP00044895,2 AVENUE DE GRANDE BRETAGNE,,,PERPIGNAN,,FR,66000,611.483957565841,km,291183698,42.6989,2.87897,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,08:00 AM - 01:00 PM,False,0468356960,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DIASANIMA SERVICES - PERPIGNAN,71432762,,7 AVENUE DU GENERAL DE GAULLE,,,PERPIGNAN,,FR,66000,611.76990893748,km,291273651,42.6967,2.88091,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,False,468625320,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
